Estado de la empresa,RUT,Código CIIU principal,Descripción Código CIIU principal,Denominación Social,Nombre comercial,Dirección Estab. Principal ,Departamento Estab. Principal,Número de teléfono,Email público,Sitio web,Fec. Registro
Vigente,218650250015,62010,Actividades de programación informática,FIORI ARROQUI MATIAS MILTON,S/D,RAMIREZ AVDA. GONZALO 2249,MONTEVIDEO,099376670,INFO@GEEMSA.COM.UY,S/D,2025-03-31
Vigente,190283980011,31001,Fabricación de muebles de madera,GRUPO WALDER RODRIGUEZ SAS,CARPINTERIA WALDER1912,FRANCO SEGARRA 333,S/D,099929361,INFO@WALDER1912.COM,S/D,2026-05-19
Vigente,110129420011,25110,Fabricación de productos metálicos para uso estructural,DALUPO S.R.L..,DALUPO S.R.L..,GIANNATTASIO 6,S/D,26822529,estudiofmartinez@gmail.com,S/D,2026-04-23
Vigente,070242090010,13111,Elaboración de tops de lana,GARCIA PINTOS BERISSO MARIA JOSEFINA,fertilana,S/D,DURAZNO,092212769,fertilana.uy@gmail.com,www.fertilana.uy,2025-08-21
Vigente,216057340012,10799,Elaboración de otros productos alimenticios n.c.p.,COOPERATIVA DE TRABAJO HELIX URUGUAY,COOPERATIVA HELIX URUGUAY,Mariscal Joffre 1005,MONTEVIDEO,23557227,ventas@cooperativahelix.com.uy,www.cooperativahelix.com.uy,2025-09-15
Vigente,217450970016,10799,Elaboración de otros productos alimenticios n.c.p.,MOYANO PEREIRA CLAUDIO GASTON,GALLETERIA VENECIA,CHUCARRO ALEJANDRO 1137,MONTEVIDEO,095235309,MGARCIA@CAMBADU.COM.UY,S/D,2025-07-28
Vigente,212778510014,20231,"Fabricación de jabones, detergentes y preparados de limpieza",CHEM S TREE LTDA,CHEMïS TREE LTDA.,JUAN JOSE AGUIAR 3935,MONTEVIDEO,23043351,ventas@chemstree.com,S/D,2025-09-26
Vigente,140190230016,10750,Elaboración de comidas y platos preparados,CASTILLO PERRONI MARTIN,CASTILLO PERRONI MARTIN,Carlos Reyles 1097,S/D,099614690,mercedesrissod@gmail.com,S/D,2026-06-10
Vigente,190325250016,20231,"Fabricación de jabones, detergentes y preparados de limpieza",AROMASUR SAS,S/D,S/D,CANELONES,099775750,cjnestudio@gmail.com,S/D,2025-07-29
Vigente,213523070017,10799,Elaboración de otros productos alimenticios n.c.p.,DIBASUR S.A.,DELIER; AMATISTA,RUTA 67 & ELIAS REGULES 1,CANELONES,23656644,alimentosdelier@gmail.com,www.dibasur.com,2025-08-18
Vigente,040445800010,28210,Fabricación de maquinaria agropecuaria y forestal,FRANCO LEGELEN MALCON ROMAN,S/D,José Artigas 98,COLONIA,098410631,mfmetalurgica027@gmail.com,S/D,2025-07-23
Vigente,215411780019,47521,Comercio al por menor de artículos de ferretería,ELANWOR SOCIEDAD ANONIMA,S/D,S/D,S/D,S/D,ventas@elanwor.com.uy,elanwor.com.uy,2025-08-12
Vigente,218334120018,10300,Procesamiento y conservación de frutas y vegetales,DRUKAL  SA,S/D,S/D,CANELONES,099241911,diegopintado@ajosdelsur.com.uy,S/D,2025-08-15
Vigente,214922390013,10800,Elaboración de alimentos preparados para animales,NEW HIGHLAND YTLO SOCIEDAD ANONIMA,S/D,Ruta 17 Km 0,TREINTA Y TRES,099211263,secretaria@nhytlo.com,www.nhytlo.com,2025-08-06
Vigente,110144050017,33120,Reparación de maquinaria,POMBO FERNANDEZ GERARDO DANIEL,S/D,Agustin Magaldi 4883,CANELONES,095770821,estudiofmartinez@gmail.com,S/D,2025-09-01
Vigente,219279410011,62010,Actividades de programación informática,BETA3 SAS,S/D,Atanasio Lapido 2865,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-15
Vigente,219089920019,10750,Elaboración de comidas y platos preparados,LA MOLIENDA PRODUCTOS NATURALES SAS,La Molienda,RONDEAU AVDA. GRAL. 1475 RONDEAU AVDA. GRAL. 1475,MONTEVIDEO,29162448,info@lamolienda.com.uy,https://www.lamolienda.uy/,2025-08-18
Vigente,040259840016,10711,"Elaboración de pan, productos panificados en forma tradicional",COLLAZO COSTELA HECTOR ORLANDO,COLLAZO COSTELA HECTOR ORLANDO,18 DE JULIO 0,COLONIA,45752506,vanesa.saporiti16@gmail.com,S/D,2025-08-20
Vigente,218840680010,62010,Actividades de programación informática,DELTALAB IT SOFTWARE SAS,S/D,Santiago Vazquez 1221,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-15
Vigente,219378870010,62010,Actividades de programación informática,MEMR SAS,S/D,BV. GENERAL ARTIGAS 607,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-22
Vigente,160339510013,10501,Elaboración de productos lácteos en general,FAMILACTEOS S.R.L.,Familacteos,ruta 31 km 13,S/D,47302369,familacteossrl@gmail.com,familacteossrl@gmail.com,2026-05-06
Vigente,180131000017,25921,Talleres de tornería,OSORES RODRIGUEZ NELSON DAVID,TALLER DAVID OSORES,DON BOSCO 1246,SORIANO,099533716,david@tallerdavidosores.com.uy,www.tallerdavidosores.com.uy,2025-08-18
Vigente,100604280013,10799,Elaboración de otros productos alimenticios n.c.p.,HABER DIA MATIAS ENRIQUE,CAFETIN,Calle El Gratil S/N,S/D,098959599,matiashaber@gmail.com,www.cafetin.org,2026-05-22
Vigente,210163670013,10120,Elaboración de fiambres y chacinados,ESTABLECIMIENTOS JUAN SARUBBI S A,ESTABLECIMIENTOS JUAN SARUBBI S.A.,Coronel Raiz 2902,MONTEVIDEO,23219328,mpsarubbi@sarubbi.com.uy,www.sarubbi.com.uy,2025-07-02
Vigente,150417860016,56102,Rotiserías,DICONO PEREYRA GABRIELA,PAGANA,ING. LUIS GIANNATTASIO 0,CANELONES,099155445,paganapasteles@gmail.com,@PAGANAGLUTENFREE,2025-08-19
Vigente,219338380012,62010,Actividades de programación informática,AMEROD SAS,S/D,Convención 1085,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-15
Vigente,219503460013,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,AULIAN TECH SAS,S/D,Prudencio Vazquez y Vega 1017,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,210649070011,49210,"Transporte terrestre de pasajeros del área urbana, suburbana o metropolitana",EMPRESA CASANOVA SOCIEDAD ANONIMA,CASANOVA,"GONZALEZ, CARMELO RENE 2186",S/D,22940969,CRAFERRARI@GMAIL.COM,S/D,2026-07-28
Vigente,120278880011,31001,Fabricación de muebles de madera,CARDOSO FLORES CARLOS ALBERTO,MOBO,19 DE ABRIL 774,S/D,099646433,carlos.cardosoflores@gmail.com,mobo.uy,2026-06-03
Vigente,160185230016,11040,Elaboración de bebidas no alcohólicas,COOPERATIVA DE LA FUENTE SALTO (COFUESA),COFUESA,"BATLLE BERRES, PTE. LUIS km 501",S/D,47302926,cofuesacompras@gmail.com,S/D,2026-06-02
Vigente,214370340011,27400,Fabricación de equipos de iluminación eléctricos,NOLESTAR S A,Sertec,Del Fortin 6475,S/D,095558079,info@sertec.com.uy,https://www.sertec.com.uy/,2026-06-03
Vigente,219180380013,17020,Fabricación del papel y cartón ondulado y de envases de papel y cartón,ESTRELLA TOTAL S.A.,S/D,RUTA 5 KM 33 PADRON 6304,CANELONES,091900065,gabriel@estrellapack.com.uy,S/D,2025-08-13
Vigente,160122020014,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",ARTE S A,IMPRESORA SALTO,"AMORIN, ENRIQUE 150",SALTO,47327694,administracion@impresorasalto.com.uy,www.impresorasalto.com.uy,2025-08-14
Vigente,218994650014,10711,"Elaboración de pan, productos panificados en forma tradicional",MABATEL SAS,MABATEL,Avda. Millan 2754,MONTEVIDEO,29024233,administracion@audikont.com,S/D,2025-08-14
Vigente,220111090013,74109,Otras actividades especializadas en diseño,SUGASTI SASSO ROMINA,S/D,Gabrile Pereira 3221,MONTEVIDEO,093761471,proyectos.estudiocien@gmail.com,S/D,2025-07-14
Vigente,170360190011,62010,Actividades de programación informática,MERAKI CONSULTING SAS,S/D,JOSE ENRIQUE RODO 786,SAN JOSÉ,24070000,info@segalerba.com.uy,S/D,2025-09-22
Vigente,218821450013,62010,Actividades de programación informática,RUOTEJ S.A.,N/A,Ejido 1275,S/D,2624 1790 – Int. 3,juridico@koin.com.br,DESPEGAR,2026-03-26
Vigente,217771810013,28210,Fabricación de maquinaria agropecuaria y forestal,EUPHEMIA S.A.S.,STEELAGRO,Alcides de Maria 26,CANELONES,099182555,euphemiasrl@gmail.com,www.steelagro.uy,2025-08-07
Vigente,070141800012,16290,Fabricación de otros productos de madera,MEDIA PULGADA S.R.L,MEDIA PULGADA SRL,18 de Julio 339,S/D,43531296,media_pulgada@hotmail.com,S/D,2026-06-08
Vigente,211941050015,10711,"Elaboración de pan, productos panificados en forma tradicional",NOTAROBERTO ALBERTINI PIERRE TULIO,PANADERIA MICAELA,EDUARDO RAIZ 1941,MONTEVIDEO,23204702,pycmicaela@gmail.com,S/D,2025-08-06
Vigente,215151800015,21000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",DERMAGROUP SRL,Dermagroup,CARLOS BERG 2494,MONTEVIDEO,27110804,info@dermagroup.com.uy,www.dermagroup.com.uy,2025-07-29
Vigente,110154430017,45201,Mantenimiento y reparación mecánica y eléctrica de vehículos,MOTOR S CA S R L,Motor S CA SRL,S/D,S/D,098194241,estudiofmartinez@gmail.com,S/D,2026-04-27
Vigente,219498840011,26100,Fabricación de productos electrónicos,AUTOLINK SAS,AUTOLINK SAS,colonia 1543,MONTEVIDEO,099068046,contacto@autolink.com.uy,https://autolink.com.uy/,2025-03-17
Vigente,219384070012,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",TOC SAS,TOC,D.A.Larrañaga 4234,MONTEVIDEO,25078001,hola@toc.com.uy,www.toc.com.uy,2025-08-14
Vigente,210971060010,25999,Fabricación de otros productos de metal n.c.p.,CERRAJERIA HERING LTDA.,Cerrajeria Hering,20 DE FEBRERO 2370,MONTEVIDEO,25062919,rodolfohering@gmail.com,S/D,2025-08-20
Vigente,218227400017,56102,Rotiserías,PEREZ PEREZ SOLEDAD INES Y RABELLINO FLORES JAVIER ANDRES,El local,José Benito Lamas 2701,MONTEVIDEO,092922000,perezrabellino@gmail.com,S/D,2025-08-14
Vigente,170098340015,10711,"Elaboración de pan, productos panificados en forma tradicional",SAN ISIDRO LIMITADA,PANADERIA SAN ISIDRO,S/D,S/D,S/D,panaderiayconfiteriasi@hotmail.com,S/D,2025-08-12
Vigente,213526130010,23100,Fabricación de vidrio y de productos de vidrio,VINDELUZ S.A.,VINDELUZ,Camino Carmelo Colman 4583,S/D,23205207,vindeluz@vindeluz.com.uy,www.vindeluz.com.uy,2026-06-04
Vigente,020617840010,10749,Elaboración de pastas frescas,IO MANGIO S.R.L,PASTAS LA UNICA,S/D,S/D,26830494,pastaslaunica@gmail.com,S/D,2026-05-06
Vigente,212181800019,24100,Industrias básicas de hierro y acero,CARREIRA S A,CARREIRA SA,"SARAVIA, APARICIO 4425",MONTEVIDEO,23564196,carreira@metalik.com.uy,www.metalik.com.uy/,2025-08-13
Vigente,219524860010,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,MANIBOPLA SAS,S/D,DE HERRERA AVDA. DR. LUIS ALBE 4080/102,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,218150530019,20231,"Fabricación de jabones, detergentes y preparados de limpieza",NEBA URUGUAY SRL,NO TIENE,AL PASO DEL ANDALUZ CNO 3926 0,S/D,099640034,admneba@gmail.com,www.neba.com.uy,2026-05-20
Vigente,217407500011,62010,Actividades de programación informática,MILWEEK SOCIEDAD ANONIMA,CONEXIO,victor soliño 349,MONTEVIDEO,23306952,hello@uruit.com,https://www.uruit.com/,2025-10-16
Vigente,213907080019,10400,Elaboración de aceites y grasas de origen vegetal y animal,SINGER MASTRANGELO ERNESTO OCTAVIO,Tupercí,Camino del Amarillo 00,S/D,099284930,cra.dasilva@hotmail.com,S/D,2026-06-09
Vigente,220613590012,62010,Actividades de programación informática,LEANDRO GOMEZ SAS,LEANDRO GOMEZ SAS,ORTICOCHEA MARIA 4347,S/D,099150255,veronica@tributa.uy,S/D,2026-05-26
Vigente,150992960013,33200,Instalación de maquinaria y equipo industrial,PEREZ HERNANDEZ MICAELA ALEXANDRA,S/D,republica 2,CANELONES,22926481,estudiofmartinez@gmail.com,S/D,2025-08-26
Vigente,218958720016,62010,Actividades de programación informática,KRAFT IT CONSULTING SAS,S/D,Andes 1256,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-17
Vigente,180321320012,62010,Actividades de programación informática,CARLOS ANDRES SEGUROLA SILVA SAS,CARLOS ANDRES SEGUROLA SILVA SAS,Eduardo V. Haedo 429,S/D,099150255,veronica@tributa.uy,S/D,2026-05-25
Vigente,110225310019,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",ALEGRE SETTIMANO ESTELA ISABEL,El Arriero,S/D,S/D,22883338,estelaalegre.ea@gmail.com,www.elarriero.com.uy,2026-06-05
Vigente,214146600013,10501,Elaboración de productos lácteos en general,GRANJA POCHA S A,GRANJA POCHA SA,S/D,S/D,S/D,gjanzis@granjapocha.com,www.colonialuruguay.com,2024-12-13
Vigente,218978250015,17019,Fabricación de otros productos vinculados a la producción de papel y cartón n.c.p.,RECICLAJE CERDEÑA S.A.S,S/D,Camino Cerdeña 7073,MONTEVIDEO,093928916,paugonzalez1997@hotmail.com,S/D,2025-05-29
Vigente,190334750018,62010,Actividades de programación informática,GUSTAVO HERNANDEZ SAS,GUSTAVO HERNANDEZ SAS,FEDERICO GARCÍA LORCA 8070,S/D,099150255,veronica@tributa.uy,S/D,2026-05-25
Vigente,090282950015,10799,Elaboración de otros productos alimenticios n.c.p.,REZK ARELLANO JOAQUIN,S/D,Batlle y Ordoñez 1054,LAVALLEJA,099642690,joaquinrezk@gmail.com,S/D,2025-07-02
Vigente,218820090013,96099,Otras actividades de servicios n.c.p.,REUY S.A.S,Revaso,Martin Fierro 26345,MONTEVIDEO,099264344,fede@revaso.uy,www.revaso.uy,2025-08-13
Vigente,212045260016,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",MASTERGRAF S R L,MASTERGRAF S.R.L.,"PAGOLA, GENERAL 1823",MONTEVIDEO,22034760,administracion@mastergraf.com.uy,www.mastergraf.com.uy,2025-08-19
Vigente,219004660017,62010,Actividades de programación informática,NINJA FACTORY SAS,NINJA FACTORY SAS,CAIGUA 1292,S/D,099150255,veronica@tributa.uy,S/D,2026-05-25
Vigente,160289020018,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",GUARINO VERONICA LORENA,Facha Confecciones,Artigas 1746,S/D,099853966,fachasalto@gmail.com,S/D,2026-06-08
Vigente,160020980019,10619,"Elaboración de otros productos de molinería de cereales, excepto del arroz y trigo",JUAN B CANALI S A,MOLINO Y FIDEERIA SANTA FE,BRASIL 2199,S/D,47333235,ADMINISTRACION@SANTAFE.COM.UY,https://molinosantafe.uy/,2026-05-29
Vigente,215397910011,16220,Fabricación de partes y piezas de carpintería para edificios y construcciones,BOTTA BLOIS JUAN JOSE,BOTTA BLOIS JUAN JOSE,RUTA GRAL LIBER SEREGNI (EX INTERBALNEARIA) 0,S/D,29157379,estudiobernardina@gmail.com,S/D,2026-06-02
Vigente,040125050010,10711,"Elaboración de pan, productos panificados en forma tradicional",SAN FRANCISCO LTDA,PANADERIA SAN FRANCISCO,LUIS A DE HERRERA 1003,COLONIA,099106694,axionnuevahelvecia@gmail.com,S/D,2025-07-24
Vigente,212678260016,70209,Otras actividades de administración y consultoría de administración de empresas,VIVESTAR SOCIEDAD ANONIMA,VIVESTAR SA,Juan Bautista Alberdi 6272,MONTEVIDEO,093600000,info@vivestar.uy,www.vivestar.com.uy,2025-09-22
Vigente,216029180014,62010,Actividades de programación informática,AQUA IT SOCIEDAD POR ACCIONES SIMPLIFICADAS,AQUA IT S.A.S,Blvr España 2323,S/D,099691335,NOTIFICACIONES@RB.UY,S/D,2026-05-26
Vigente,219610130017,10712,Elaboración de productos de confitería,KALIJMANN CYMERMAN DAN,Easy Congelados,Paraguay 2384,MONTEVIDEO,091012111,dankalijmann@gmail.com,https://easycongelados.com/,2025-07-17
Vigente,219586590017,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,LOTERAK IT SAS,S/D,CRISTOBAL ECHEVARRIARZA 3302,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-22
Vigente,212369230015,20110,Fabricación de sustancias químicas básicas y biocombustibles,VASER SAS,VASER,DE LAS INSTRUCCIONES 1482,MONTEVIDEO,23572169,vaser@vaser.com.uy,S/D,2025-08-12
Vigente,218568670014,25110,Fabricación de productos metálicos para uso estructural,FM SERVICIOS S.A.S,FM SERVICIOS,Felipe Díaz Ocampo 9310,CANELONES,099000281,ing.hebert.moreno@gmail.com,www.fmservicios.uy,2025-08-27
Vigente,213195020019,32120,Fabricación de joyas de imitación y artículos conexos,ALDIESAN S R L,LA CASA DEL ARTESANO,S/D,S/D,S/D,infoventas@lacasadelartesano.com.uy,"www.lacasadelartesano.com.uy , www.alegorias.com.uy , www.arteencasa.com.uy",2025-08-12
Vigente,219194370015,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",ASHOKA SAS,S/D,SANTA RITA SN,CANELONES,095082303,abac.gestionadm@gmail.com,S/D,2025-07-16
Vigente,218327880010,62010,Actividades de programación informática,PRAVUS SOCIEDAD DE RESPONSABILIDAD LIMITADA,S/D,PALMAS Y OMBUES 5601,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-25
Vigente,219311960018,62010,Actividades de programación informática,PYMO SAS,S/D,CASSINONI MARIO DR 1341,MONTEVIDEO,099699473,gabriel@pymo.uy,S/D,2025-03-31
Vigente,120365820017,47214,Comercio al por menor de productos de panadería y confitería,BERRUETA SEARA VANESSA SILVANA,De la casa sin gluten,Colon 1456,S/D,099155777,aguynacho@gmail.com,www.delacasa.uy,2026-04-24
Vigente,215977540015,20110,Fabricación de sustancias químicas básicas y biocombustibles,FIRTUX SOCIEDAD ANONIMA,T-CON Uruguay,Camino Las Cañas 10,CANELONES,092646300,info@tcon.uy,www.tcon.uy,2025-08-18
Vigente,217726750015,10711,"Elaboración de pan, productos panificados en forma tradicional",SANODELEITE S.R.L.,S/D,Zorrilla de San Martín 3509,CANELONES,099269795,alejandro@sanosinharina.uy,www.sanosinharina.uy,2025-08-11
Vigente,218766400013,10509,Elaboración de helados,BLANCO SCHROEDER MARIA INES,AMADO HELADO,justicia 2027,S/D,099796778,maine_bs@hotmail.com,S/D,2026-06-08
Vigente,216754780014,62010,Actividades de programación informática,TURIALBA S.A,TERO,Victor Soliño 349,MONTEVIDEO,27169578,hello@uruit.com,https://uruit.com/contact/,2025-10-16
Vigente,160264410017,45201,Mantenimiento y reparación mecánica y eléctrica de vehículos,PEREIRA DA COSTA ENRIQUE MARCELO,MECANICATOTAL,bolivia 1977,SALTO,47332524,mecanicatotal@adinet.com.uy,mecanicatotal.com.uy,2025-08-15
Vigente,210247330019,10112,"Matanza de ganado vacuno, ovino, porcino y equino en frigoríficos",CLAY S A,FRIGORIFICO CLAY S.A.,RUTA 7 KM 40,S/D,22939113,CONTACT@CLAYMEAT.COM,S/D,2026-06-03
Vigente,215288290012,22203,Fabricación de productos de plástico moldeado,CORDONES & CIA. S.A.,CORDONES  Y CIA.,ASCASUBI 4286 4286,MONTEVIDEO,23051184,cordonesycia@gmail.com,S/D,2025-10-09
Vigente,070261310012,10612,Elaboración de harina de trigo y otros productos derivados de la molienda de trigo,COOPERATIVA DE TRABAJO MOLINO FLORIDA,Molino Florida,ARTIGAS 1295,FLORIDA,43522033,molinoflorida1295@gmail.com,S/D,2025-08-12
Vigente,130197430013,28210,Fabricación de maquinaria agropecuaria y forestal,JULIO HARTWICH SAS,JULIO HARTWICH,Ruta 3 Km 311,RÍO NEGRO,45672070,info@jhartwich.com.uy,https://jhartwich.com.uy/,2025-09-25
Vigente,219795740011,62010,Actividades de programación informática,LOGAL SOFTWARE SAS,S/D,Bulevar España 2139,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-08
Vigente,210252190017,27100,"Fabricación de motores eléctricos, generadores, transformadores eléctricos, distribución de la electricidad y aparato del control.",CONTROLES S A,CONTROLES SA,"RIVERA, GRAL. 3314",MONTEVIDEO,26220651,info@controles.com,www.controles.com,2025-06-20
Vigente,160347130011,43304,Instalación de objetos de carpintería de obra,DUFFEY RODRIGUEZ GASTON MARIA,S/D,"Beltran, Dr Washington 194",SALTO,098971108,administracion@contabledf.com,S/D,2025-08-18
Vigente,211432690016,62010,Actividades de programación informática,UNIVERSAL S A,UNIVERSAL SOLUCIONES TECNOLÓGICAS,ARTIGAS 898,S/D,27113838,universal@universal.com.uy,www.universal.com.uy,2026-04-15
Vigente,080145460019,22203,Fabricación de productos de plástico moldeado,MATECO SRL,mateco,TOMAS ALDABALDE 0,CANELONES,23626033,matecosrl@gmail.com.uy,S/D,2025-07-31
Vigente,210968940013,23100,Fabricación de vidrio y de productos de vidrio,VIDRIERIA BIA S A,BIA,Bvar Jose Batlle y Ordoñez 3483,S/D,24870707,bia@bia.com.uy,www.bia.com.uy,2026-06-03
Vigente,218407070015,10120,Elaboración de fiambres y chacinados,SACCARELLO MARIA VITTORIA,PIQUE ROTO,PARAJE SECCIÓN JUDICIAL 2,FLORIDA,091931356,piqueroto@rinconpandora.com,S/D,2025-08-18
Vigente,220199860014,10712,Elaboración de productos de confitería,PEDREIRA BENAVIDEZ NILDA RAQUEL Y FLEITAS ARAUJO WASHINGTON DA,Energy Bars,"MICHELINI, ZELMAR 863",S/D,098821552,cr.marcelblasina@gmail.com,S/D,2026-04-24
Vigente,180092680016,28210,Fabricación de maquinaria agropecuaria y forestal,MARY S R L,MARY S R L,CALLE 15 1,SORIANO,45388171,escritorioiraola@gmail.com,www.mary.com.uy,2025-07-28
Vigente,219604180016,43909,Otras actividades especializadas de construcción,GOFI SAS,Gofi Microspaces,S/D,S/D,099710125,german@gofimicrospaces.com,www.gofimicrospaces.com,2026-06-03
Vigente,130184600012,56101,Restaurantes y parrilladas,MELO BAZTERRICA LAURA IRENE Y MELO BAZTERRICA BARBARA MARIA,Varieté cuisine,18 de Julio 1977,RÍO NEGRO,099930256,varietecuisine@gmail.com,@variete_cuisine,2025-08-20
Vigente,219620430013,56101,Restaurantes y parrilladas,AIKO SAS,ROLOS,San Martín padrón 437,S/D,099137999,info@crcprofesionales.com,S/D,2026-06-05
