empresa,telefono,es_movil,email,sitio_web,rubro,ciudad
Acuario Daniel's,+54 11 4701-6139,no,,https://danielspets.com.ar/,pet,CABA
La Valenciana,+54 11 4760-0963,no,,http://www.lavalencianaeventos.com.ar/,bakery,CABA
Showcase Cinemas,+54 11 4780-3334,no,,http://www.todoshowcase.com/,cinema,CABA
Escuela Argentina General Belgrano,+54 11 4543-4673,no,info@eag.edu.ar,,school,CABA
Incucai,+54 11 4788-8300,no,,https://www.incucai.gov.ar/,clinic,CABA
China Wok,+54 11 4703-5279,no,,,fast_food,CABA
Eneri,+54 11 4014 7000,no,info@lylyk.com.ar,https://www.lylyk.com.ar/,clinic,CABA
Café Martínez,+54 11 4331-3354,no,balcarce@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
Todo Relleno,+54 11 4541-5354,no,,http://www.todorelleno.com.ar,fast_food,CABA
El Viejo Torino,+54 11 4682-3333,no,,,restaurant,CABA
Daniel,+54 11 4701-5589,no,info@heladosdaniel.com.ar,http://www.heladosdaniel.com.ar/,ice_cream,CABA
Al Rayan,+54 11 4785-1973,no,,http://www.alrayanbelgrano.com.ar,fast_food,CABA
Chinatown,+54 11 4783-4173,no,,,restaurant,CABA
Giro Didáctico,+54 11 4782-6444,no,,www.girodidactico.com,toys,CABA
Café del Arbol,+54 11 4361-9133,no,cafedelarbol.santelmo@gmail.com,,cafe,CABA
El Desnivel,+54 11 4307-2489,no,,,restaurant,CABA
Parroquia Nuestra Señora de las Mercedes,+54 11 4784-8011,no,,,place_of_worship,CABA
Toque de Ángel,+54 11 3440-5373,no,,,spa,CABA
Farmacia Cadefa,+54 11 4854-3069,no,,,pharmacy,CABA
SGS Argentina,+54 11 4124-2000,no,,https://www.sgs.com/es-ar,company,CABA
El Eco Gourmet,+54 11 3221-1433,no,quiero@elecogourmet.com.ar,http://elecogourmet.com/,greengrocer,CABA
Lulú Babies & Kids,+54 11 4861-8163,no,,http://lulu-babiesandkids.com/,clothes,CABA
El Torreón,+54 11 4554-3202,no,,,restaurant,CABA
Parrilla Gran Caruso,+54 11 4547-3993,no,,,restaurant,CABA
Gramotécnica,+54 11 4551-9524,no,,http://gramotecnica.atspace.com/,trade,CABA
Silvina Otero Carteras,+54 11 2077-8525,no,,http://www.silao78.com.ar/,bag,CABA
Café Martínez,+54 11 4783-9957,no,pampa@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
Etc Etc,+54 11 4782-2013,no,info@hoteletc.com.ar,https://www.etc-etc.com.ar/,love_hotel,CABA
A lo de Víctor,+54 11 7517-1384,no,,,fast_food,CABA
Mi Barrio Hamburguesería,+54 11 4788-4003,no,mibarriohamburgueseria@gmail.com,,fast_food,CABA
Centro cultural IMPA La Fábrica,+54 11 2075-6708,no,,http://impalafabrica.org.ar/,arts_centre,CABA
Starbucks,+54 11 5777-9501,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
Turbo Service,+54 11 4586-2418,no,,http://www.turboservice.com.ar,company,CABA
Spiga,+54 11 4774-2680,no,,,bakery,CABA
Farmapal,+54 11 4777-6386,no,farmapal@fibertel.com.ar,https://www.farmaciasgp.com.ar/,pharmacy,CABA
Rofe Diseño Gráfico + Ilustración,+54 11 3885-8990,no,,https://www.rofe.com.ar/,company,CABA
Odontología,+54 11 4787-0196,no,consultorio.mhg@gmail.com,,dentist,CABA
Las Delicias,+54 11 4551 7779,no,,,bakery,CABA
Green,+54 9 11 4553 8516,si,,http://www.instagram.com/elwayramuyu,pharmacy,CABA
Lamaité,+54 11 4554-8060,no,,,pharmacy,CABA
El Rinconcito de Caballito,+54 11 4923-3638,no,,,restaurant,CABA
Garage Santa Fe,+54 11 4772-7047,no,,,parking,CABA
Buenos Aires Bakery,+54 11 4544-9517,no,info@buenosairesbakery.com.ar,https://www.buenosairesbakery.com.ar/,bakery,CABA
Casa Fortuna,+54 11 4780-4900,no,,https://www.lalai.com.ar/,fast_food,CABA
Instituto Superior de Enseñanza Radiofónica (ISER),+54 11 4313-3423,no,,http://www.iser.gob.ar,college,CABA
Madoks,+54 11 15 6426-1781,no,,http://www.madoks.com.ar,computer,CABA
Banco Patagonia,+54 11 4788 6424,no,,https://www.bancopatagonia.com.ar/,bank,CABA
Tintorería Jenny,+54 11 4778-9339,no,,,dry_cleaning,CABA
Iceland,+54 11 2062-9880,no,,https://www.icelandhelados.com/,restaurant,CABA
Real Web,+54 11 5869-6155,no,info@realweb.com.ar,https://www.realweb.com.ar/,it,CABA
Escuela Infantil 06/10° Madre Eufrasia Iaconis,+54 11 4545-3354,no,ei6_10@yahoo.com.ar,,kindergarten,CABA
Reale,+54 11 4803-8535,no,reale.gourmet@gmail.com,https://www.reale-gourmet.com/,deli,CABA
Centro Educativo Arquidiocesano Espíritu Santo,+54 11 4863-6362,no,info@ceaes.edu.ar,,school,CABA
Farmacia Brianso,+5491147870207,si,,,pharmacy,CABA
Zelmerex,+54 11 4541-5191,no,info@zelmerex.com,www.zelmerex.com,electronics,CABA
Reparacion y Servicio Tecnico,+54 11 3221-8170,no,budaservices@gmail.com,http://budaservice.wix.com/bs,electronics_repair,CABA
Maria Zayas,+54 11 4901-7547,no,,,clothes,CABA
Comisaría Vecinal 3-A (edificio anexo),+54 11 4923-3171,no,,,police,CABA
Embajada de Israel,+54 11 3724-4500,no,info@buenosaires.mfa.gov.il,https://buenosaires.mfa.gov.il/,diplomatic,CABA
Cebra,+54 11 4345-2200,no,,http://www.cebra.com.ar/,toys,CABA
Hotel Mix,+54 11 4961-1123,no,,,love_hotel,CABA
Freelance Java Web Application Designer,+54 11 5488-4477,no,,http://www.pixflag.com.ar,it,CABA
El Aguila,+54 11 4760-0214,no,,,bakery,CABA
Cuspide,+54 11 4807-5715,no,,https://www.cuspide.com/,books,CABA
Lambda Developments,+54 11 6603-5081,no,,www.lamdev.com.ar,it,CABA
Internetq,+54 11 4771-1916,no,,https://www.internetq.com/,company,CABA
EXO S.A.,+54 11 4021-5430,no,,,computer,CABA
"Centro Cultural y Biblioteca Popular ""El Sueñero""",+54 11 4307-9980,no,,http://www.ccelsueñero.com.ar,arts_centre,CABA
Brujas Disco-Bar,+54 11 4174-2992,no,brujasdisco@live.com.ar,https://www.facebook.com/brujasdiscopalermo/,nightclub,CABA
Siamo Nel Forno,+54 11 2326-4829,no,siamonelforno@gmail.com,https://www.facebook.com/Siamo-Nel-Forno-108065175897230/,restaurant,CABA
Chino Central,+54 11 4331-3670,no,,,restaurant,CABA
Alamo,+54 11 4811-6903,no,,https://www.alamoargentina.com.ar/,car_rental,CABA
VCTARGENTINA,,no,ventas@vctargentina.com.ar,http://www.vctargentina.com.ar,gift,CABA
Villa Devoto School,+54 11 4501-1307,no,vdevoto@vdevoto.Escuelaedu.ar,,school,CABA
Hotel Lacarra 48,+54 11 4671-4222,no,,,love_hotel,CABA
Acuario,+54 11 4304-3579,no,,,love_hotel,CABA
Escultores del Aire - Soluciones Integrales de Músicos para Músicos,+54 11 4060-6719,no,,https://www.escultoresdelaire.com/,musical_instrument,CABA
La Farola de Villa Crespo,+54 11 4858-0614,no,,,restaurant,CABA
Airborn,+54 11 4774-3555,no,,,clothes,CABA
Mendieta,+54 11 4866-5757,no,,,pet,CABA
Morillo,+54 11 4862-3043,no,,,restaurant,CABA
Tío Titi,+54 11 4867-4827,no,,,restaurant,CABA
El Hostal Bodegon,+54 11 4300-9028,no,,,restaurant,CABA
Bar Los Laureles,+54 11 4303-3393,no,,,restaurant,CABA
Enfundá la mandolina,+54 11 4822-4479,no,enfunda2012@yahoo.com.ar,http://enfundalamando.com.ar/,restaurant,CABA
Casal de Catalunya,+54 11 4300-1023,no,info@casal.org.ar,http://casal.org.ar/,restaurant,CABA
Conexión a Tierra,+54 11 4811-0430,no,,https://conexionatierra.com.ar/,garden_centre,CABA
Chikylu,+54 11 4867-4027,no,babychikylu@gmail.com,http://chikylu.blogspot.com/,clothes,CABA
Sabores de Patagonia,+54 11 4315-2151,no,,http://www.saboresdepatagonia.com/,restaurant,CABA
Sandwichería Miriam (Eventos),+54 11 4218-3500,no,,,confectionery,CABA
Pisco & Nazca,+54 11 4963-5640,no,,,restaurant,CABA
Cendas,+54 11 4862-3418,no,eventos@cendas.com.ar,https://cendas.com.ar/,theatre,CABA
ConCiencia Tai Chi,+54 11 4551-9128,no,,https://clases-de-taichi.com.ar/,college,CABA
Servicio Técnico de Máquinas Herramienta,+54 11 4551-9128,no,,https://asistencia-tecnica.com.ar/,electronics_repair,CABA
"División Cuartel II ""Patricios""",+54 11 4943-2222,no,,,fire_station,CABA
Sanatorio San Jose,+54 11 4821 1001,no,,,hospital,CABA
Starbucks,+54 11 5530-7328,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
Starbucks,+54 11 5530-7326,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
Instituto Bayard,+54 11 4803-0902,no,secretaria.secundario@bayard.Escuelaedu.ar,,school,CABA
Disco,+54 11 4807-0627,no,,,supermarket,CABA
Estudio de Danzas y Arte Reina Reech,+54 11 4780-1150,no,,,music_school,CABA
Chabuquita,+54 11 3217-8064,no,,,florist,CABA
Clínica La Sagrada Familia,+541147881800,no,,,hospital,CABA
Disco,+54 11 4804-5033,no,,,supermarket,CABA
Bici Station,+54 11 3451-5087,no,,https://www.bicistation.com.ar/,bicycle,CABA
TalkNet TecnoStore,+54 11 3221-2987,no,,http://talknet.com.ar/tienda/,computer,CABA
Buenos Aires Grill,+54 11 4813-4796,no,,https://linktr.ee/bsasgrill1876,restaurant,CABA
Los Corrales,+54 11 4912-1589,no,,,cafe,CABA
Bitcoin Argentina,+54 11 5352 1250,no,,https://bitcoinargentina.org/,ngo,CABA
Hospital de Odontología Doctor José Dueñas,+541149830392,no,,https://www.buenosaires.gob.ar/hospitaljoseduenas,clinic,CABA
Delfina,+54 11 4703-2154,no,,,taxi,CABA
MiscelaneaTotal,+54 11 4222-9457,no,,,gift,CABA
La Nueva Eclipse,+54 11 4706-2266,no,eclipse_remis@yahoo.com,,taxi,CABA
Rincón Norteño,+54 11 4781-8181,no,,,restaurant,CABA
Starbucks,+54 11 5530-7322,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
CoinMelon,,no,info@coinmelon.com,https://www.coinmelon.com,company,CABA
Columbia,+54 11 4816 0737,no,,https://columbiasportswear.com.ar/,clothes,CABA
Clínica Zabala,+541152368500,no,,,hospital,CABA
Global Vip Transfer S.A.,+54 342 456-3386,no,reservas@global-vip-transfer.com,http://www.global-vip-transfer.com,taxi,CABA
Escuela Infantil 04/17°,+54 11 4641-7167,no,dei_ei4_de17@bue.edu.ar,,kindergarten,CABA
Café Martínez,+54 11 4815-1808,no,cmcallao858@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
Libros Del Mundo,+54 11 4816-4310,no,,,books,CABA
Petit Colón,+54 11 4382-7306,no,,http://petitcolon.com.ar/,cafe,CABA
Cinema Devoto,+54 11 4019-6060,no,,https://cinemadevoto.com.ar/,cinema,CABA
La Madonnina,+54 11 4703-3490,no,info@lamadonninaresto.com.ar,https://lamadonninaresto.com.ar,restaurant,CABA
Comisaría 46,+54 11 4312-3333,no,,,police,CABA
Cremolatti,+54 11 4786-4186,no,,,ice_cream,CABA
Pizzería Boysito,+54 11 4896-4969,no,,,fast_food,CABA
Hector Tenis,+54 11 4546-1879,no,,http://www.hectortenis.com.ar,sports,CABA
Johnny B. Good,+54 11 4342-6192,no,pmadero@jbgood.com,https://jbgood.com/,bar,CABA
Farmás,+54 11 4781-8064,no,,,pharmacy,CABA
La Celestina,+54 11 4782-4348,no,,,fast_food,CABA
Milenio III,+54 11 4782-9109,no,mileniocollege2000@yahoo.com.ar,,school,CABA
Instituto Río de la Plata,+54 11 4822-2032,no,secundaria@colegioriodelaplata.edu.ar,,school,CABA
Buenos Aires Bakery,+54 11 4828-0668,no,info@buenosairesbakery.com.ar,https://www.buenosairesbakery.com.ar/,bakery,CABA
Bracia,+54 11 4788-3898,no,,,cafe,CABA
Consultorio Psicológico (Lic. Roberto Martínez) Psicoanalista,+54 11 3768-1766,no,rmarthz@gmail.com,http://www.robertodmartinez.com.ar/,doctors,CABA
Royal,+54 11 4781-1700,no,,,hardware,CABA
Alessandro,+54 11 4635-1101,no,,,ice_cream,CABA
Fresh,4683-9401,no,,,ice_cream,CABA
Terzo,+54 11 4635-1310,no,,,ice_cream,CABA
Troche,+54 11 2006 1958,no,,,bakery,CABA
C & F Asociados,+54 11 4635-9581,no,,https://www.cfasociados.com.ar/,insurance,CABA
Estudio Jurídico Sucesión Silvia Lago,+54 11 4433-1294,no,,,lawyer,CABA
Colegio 12 Reconquista,+54 11 4521-0844,no,dem_col12_de15@bue.edu.ar,,school,CABA
Cerrajeria Oscar,+54 11 4635-9568,no,,,locksmith,CABA
Sistemas Administrativos S.A.,+54 11 4581-1226,no,,,company,CABA
Librería Esotérica Arcángel Rafael,+54 11 4814-1974,no,libreria@arcangelrafael.com.ar,https://www.arcangelrafael.com.ar/,books,CABA
Servicios de informática / computación,+54 11 6764-2266,no,,,it,CABA
Centro de Traumatologia y Acupuntura Serpone Miguel F.,+54 11 4568-9651,no,,,clinic,CABA
BsAs sound,+54 11 4582-7858,no,bsas_sound@hotmail.com,http://bsas-sound.com.ar/,hifi,CABA
Il Bruno Pasta & Pizza Napoletana,+541153881010,no,ilbrunoar@gmail.com,,restaurant,CABA
Coletti propiedades,+54 11 4992-7525,no,,,estate_agent,CABA
USS,+54 11 4011-3000,no,,,company,CABA
Centro de Atención Primaria de la Salud n°13 Villa Lynch,+54 11 4830 0709,no,,https://www.sanmartin.gov.ar/servicios/salud/,clinic,CABA
Instituto José Ingenieros,+54 11 4701 5968,no,jingenieros@clubosn.com.ar,http://www.iji-virtual.com.ar/,college,CABA
GIN TONIC CLOTHING,+54 11 2450-1537,no,gintonicshowroom@gmail.com,https://www.facebook.com/pages/GIN-TONIC-Clothing/596909337071187?fref=ts,clothes,CABA
Casavi,+54 11 4805-3777,no,,,florist,CABA
El Soñado,+54 11 4308-4174,no,,,restaurant,CABA
Establecimiento General de Café,+54 11 4374-9073,no,info@estcafe.com.ar,https://establecimientocafe.com.ar/,cafe,CABA
Fusion Musical,+54 11 4374-8048,no,,https://www.fusionmusical.com.ar/,musical_instrument,CABA
Vendoma,+54 11 4373-0745,no,,https://www.vendoma.com.ar/,musical_instrument,CABA
Locutorio Aguero,,no,locutorioaguero@gmail.com,,kiosk,CABA
DeRose Method - Sede Cerviño,+54 11 4801-8522,no,,https://www.derosecervino.com.ar/,college,CABA
The Brothers,+54 11 4674-0869,no,,,restaurant,CABA
Barrancas Center,+54 11 4784-1781,no,,,pharmacy,CABA
El Salmon,+54 11 4315-3362,no,,,bar,CABA
Café Martínez,+54 11 4964-2452,no,cordoba2677@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
El Cisne,+54 11 4782-7214,no,,,love_hotel,CABA
GWM Belgrano,+54 11 4787-4200,no,,https://www.gwmbelgrano.com/,car,CABA
El Jardín de los Mirasoles,+54 11 4703-5781,no,jardinmirasoles@gmail.com,http://www.eljardindelosmirasoles.esc.edu.ar/,kindergarten,CABA
La Juvenil,+54 11 4823-8421,no,info@lajuvenilpastas.com.ar,https://www.lajuvenilpastas.com.ar/,pasta,CABA
Colegio Nuevo Guido Spano,+54 11 4963-1516,no,info@colegioguidospano.com,,school,CABA
NetQual,+54 11 4373-3696,no,,https://www.netqual.com.ar/,company,CABA
LAB New American Cuisine & Coffee Shop,,no,info@labcafe.com.ar,http://www.labcafe.com.ar/,cafe,CABA
Zenergia SRL,+54 11 5273-8947,no,info@zenergia.com.ar,https://www.zenergia.com.ar/,company,CABA
La Parri,+54 11 4541-7480,no,,,restaurant,CABA
Credicoop,+54 11 4613-1079,no,,https://www.bancocredicoop.coop/nuestrobanco/,bank,CABA
Carrefour Market,0800 444 8484,no,,https://www.carrefour.com.ar/,supermarket,CABA
Sanatorio Otamendi y Miroli,+54 11 4965-2900,no,rrpp@otamendi.com.ar,https://www.otamendi.com.ar,hospital,CABA
Baron,+54 11 5229-4475,no,,,hairdresser,CABA
kinder farma,+54 11 4963-0872,no,,,pharmacy,CABA
Moderno Bazar,+54 11 4511-9693,no,web@modernobazar.com,https://www.modernobazar.com/,houseware,CABA
De olivas i lustres,+54 11 4867-3388,no,,,restaurant,CABA
"CENOF D.E. 06 ""Centro Municipal del Tango"" - Escuela Primaria 12/06°",+54 11 4957-1382,no,cnf.cetba@bue.edu.ar,,school,CABA
Vivero Palermo,+54 11 5036 4712,no,,,garden_centre,CABA
Bloomes,+54 11 4823-5003,no,piazembo@hotmail.com,,kindergarten,CABA
Diego,+54 11 4824-8399,no,,,supermarket,CABA
Instituto de Recreación Infantil Mi Casita,+54 11 4824-1937,no,escuela@micasitapeldanos.edu.ar,,kindergarten,CABA
Nancy,+54 11 4823-6367,no,,,supermarket,CABA
1810,+54 11 4865-0030,no,1810palermo@gmail.com,http://www.1810cocinaregional.com,restaurant,CABA
Colectivo La Tribu. FM 88.7,+54 11 4866-1095,no,,https://fmlatribu.com/,studio,CABA
Lo de Carlitos,+54 11 4832-5539,no,,https://www.lodecarlitos.com/,restaurant,CABA
Analy,+54 11 4961-1008,no,,,greengrocer,CABA
Los gigantes de la pizza,+54 11 4862-7323,no,,,restaurant,CABA
Chida Abogados,+54 11 4553-8192,no,,www.chida-abogados.com.ar,lawyer,CABA
Pizerria Los Leños,+54 11 4775-2550,no,,https://www.losleños.com.ar/es/,restaurant,CABA
Unidad Sanitaria 9 De Avellaneda,4205-9634,no,,,clinic,CABA
Hostbaires Hosting + Diseño,+54 11 3336-5067,no,,https://hostbaires.com/,company,CABA
Sakura,+54 11 4865-2600,no,,https://www.sakurasushi-bar.com/,restaurant,CABA
Patagonia Flooring,+54 11 4811-4579,no,,https://patagoniaflooring.com/,parquet_layer,CABA
Electronort,+54 11 4393-1898,no,,,electrical,CABA
Corumbá,+54 11 4922-4114,no,,,coffee,CABA
Eurolock,+54 9 11 6511 6191,si,,https://eurolock.com.ar/,doors,CABA
La Exposicion,+54 1148115307,no,,https://www.laexposicion.com.ar/,bakery,CABA
Milion,+54 11 4815-9925,no,info@milion.com.ar,https://www.milion.com.ar/,bar,CABA
Don Julio,+54 11 4831-9564,no,,,restaurant,CABA
Viejo Norton,+54 11 4797-9712,no,,,restaurant,CABA
TGI Friday's,+54 11 4342-7816,no,contacto@tgifridaysargentina.com.ar,http://www.tgifridaysargentina.com.ar/,restaurant,CABA
Rodizio,+541143343638,no,,http://rodizio.com.ar/,restaurant,CABA
Cabaña Las Lilas,+54 11 4313-1336,no,,https://www.laslilas.com/restaurant-cabana-las-lilas,restaurant,CABA
London City,+54 11 4342 - 9057,no,,https://www.londoncity.com.ar/,restaurant,CABA
Volta,+54 810 888 6582,no,,https://unaltravolta.com.ar/,ice_cream,CABA
Disco,+54 11 4815-9995,no,,,supermarket,CABA
Café Martínez,+54 11 4393-0563,no,santafe928@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
Monochrome,+54 11 4772-1676,no,,http://www.rewindbikes.com/,bicycle,CABA
Capitán Barbería,+5491124004196,si,,,hairdresser,CABA
Fiamila,+54 11 2055-0499,no,,,ice_cream,CABA
Librería Platero,+54 11 4382-2215,no,,http://www.libreriaplatero.com.ar,books,CABA
Master Print,+54 11 4963-2826,no,,,copyshop,CABA
Starbucks,+54 11 5788-0585,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
Circe - Libros Tesoro,+54 11 812-3118,no,biblioteca_circe@buenosaires.gob.ar,,library,CABA
Cachito Premium,+54 11 2088 8883,no,,,fast_food,CABA
Origen Cowork,+54 11 6026-0755,no,,http://origencowork.com/,coworking,CABA
Casa Chimi,+54 11 4857-0949,no,casachimi@hotmail.com,,car_parts,CABA
Sede comunal 15,+54 11 4771-1960,no,,https://www.buenosaires.gob.ar/comuna-15/sede-comunal-15,townhall,CABA
Dark pool,+54 11 4901-6946,no,,https://www.facebook.com/pages/Dark-Pool-Caballito/108032412576238?fref=ts,bar,CABA
Believe Indumentaria,+54 11 4774-2019,no,,facebook.com/believeaguirre,clothes,CABA
Hexacta,+54 11 5299-5400,no,,https://www.hexacta.com/,company,CABA
Farmaplus,+54 810 555 7777,no,,https://www.farmaplus.com.ar/,pharmacy,CABA
Café Martínez,+54 11 4988-0451,no,hortiguera@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
Garage Juan B. Justo,011 911-6955-1567,no,,,parking,CABA
"Escuela para Niños, Niñas y Jóvenes con Pluridiscapacidad 26 Doctor Jorge Garber",+54 11 4773-8047,no,eee26_de9@bue.edu.ar,,school,CABA
Havanna,0800 666 1371,no,,https://www.havanna.com.ar/,cafe,CABA
Le Pain Quotidien,+54 11 5789-2705,no,info@lepainquotidien.com.ar,http://www.lepainquotidien.com.ar/,cafe,CABA
Faricci,+54 11 4896-1629,no,,https://www.faricci.com/,ice_cream,CABA
Grill Dandy,+54 11 4776-4549,no,,https://www.somosdandy.com,restaurant,CABA
Escuela de circo La Arena,+54 11 4777-8920,no,info@circoarena.com.ar,http://www.circoarena.com.ar,college,CABA
Basta de Lobby,+54 11 4832-1555,no,palermo@bastadelobby.com,http://www.bastadelobby.com/,cannabis,CABA
El Rosario,+54 11 4777-2160,no,,,laundry,CABA
Café Martínez,+54 11 4864-7173,no,hitaliano@cafemartinez.com.ar,https://www.cafemartinez.com/,cafe,CABA
DeRose Method - Sede Callao,+54 11 4816-5777,no,,https://www.derosecallao.com/,college,CABA
Casa Temple,+54 11 4831-5430,no,palermo@thetemplebar.com.ar,,pub,CABA
Colegio Francesco Faà Di Bruno,+54 11 4771-1975,no,info@faadibruno.edu.ar,,school,CABA
Chacarerean Teatre,+54 11 4775-9010,no,,https://chacarereanteatre.com.ar,theatre,CABA
Nación Seguros,+54 11 4319 9900,no,,https://www.nacion-seguros.com.ar/,insurance,CABA
Mirta Jara,+54 11 4779-0752,no,,,hairdresser,CABA
Burbujas,+54 11 4328-1242,no,,,laundry,CABA
Chin Express,+54 11 4641-3161,no,,,supermarket,CABA
PSC Gestión Comercial,+54 11 3968-6399,no,,http://www.pscomercial.com.ar,company,CABA
Centro de Educación Creativa La Aldea del Buen Ayre,+54 11 4922-8265,no,laaldeadelbuenayre@hotmail.com,http://www.laaldeadelbuenayre.com.ar,kindergarten,CABA
San Lázaro,+54 11 4923-4342,no,,,veterinary,CABA
Zomma,+54 11 4921-3662,no,,https://zomma.com.ar/,fast_food,CABA
daprints,+54 11 4963-0300,no,,,copyshop,CABA
Estilo Buenos Aires,+54 11 4963-6896,no,,,hairdresser,CABA
Brambo,+54 11 4826-1584,no,,,yes,CABA
Escuela Infantil La Tortuga Juanola,+54 11 4771-0699,no,latortugajuanola@hotmail.com,,kindergarten,CABA
Daye Bicycles,+54 11 4567-6269,no,,https://www.dayebicycles.com/,bicycle,CABA
Viccenzo Helado & Café,+54 11 4795-3674,no,,http://www.viccenzo.com.ar/,cafe,CABA
Starbucks,+54 11 4831-9937,no,info@starbucks.com.ar,https://www.starbucks.com.ar/,cafe,CABA
Minga,+54 11 8031-0574,no,,https://linktr.ee/mingaparrilla,restaurant,CABA
Planes Bistró,+54 11 4431-2888,no,,,restaurant,CABA
El Sanjuanino,+54 11 4805-2683,no,,,restaurant,CABA
Capgemini Argentina,+54 11 5297-9200,no,,https://www.capgemini.com/,it,CABA
La Comarca,+54 11 4822-0419,no,,,books,CABA
Escuela de Educacion Media 05/15°,+54 11 4541-6001,no,eem5de15@gmail.com,,school,CABA
Jardín de Infantes Integral 04/14,+54 11 4521-8026,no,dei_jii4_de14@bue.edu.ar,,kindergarten,CABA
