empresa,cuit,telefono,localidad,provincia,tel_util
MEEL S.R.L.,30-50401259-6,(011  )4553-7071,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MEGAHERTZ S.R.L.,30-61215533-6,(011  )4657-5638,CIUDADELA,BUENOS AIRES,si
MEGATRANS S.A.,30-67736148-0,(011  )4343-8510,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MEGGA COMUNICACIONES S.A.,30-70760414-6,(011  )4867-5151,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MEKTRON S.R.L.,30-60611059-2,(011  )4854-4508,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MELLER COMUNICACIONES S.A.,30-60881661-1,(0265 )42  -4793,VILLA MERCEDES,SAN LUIS,si
MENDOZA QUICKSERV S.A.,33-71112454-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
MENTRAU S.A.,30-71126299-3,(011  )6980-1540,CABA,CIUDAD DE BUENOS AIRES,si
MER SYSTEMS S.A.,30-71199099-9,(011  )6824-1191,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MERCADOLIBRE S.R.L.,30-70308853-4,(011  )5962-2376,CABA,CIUDAD DE BUENOS AIRES,si
MERCEDES-BENZ ARGENTINA S.A.U.,30-50298736-0,(011  )4808-8817,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MERCEDES-BENZ CAMIONES Y BUSES ARGENTINA S.A.U.,30-71634944-2,(011  )4808-8857,MUNRO,CIUDAD DE BUENOS AIRES,si
MERCK S.A.,30-50383256-5,(011  )4546-8100,CABA,CIUDAD DE BUENOS AIRES,si
MERCOTEL S.R.L.,30-65328970-3,(011  )4774-4144,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MERCURY COMMUNICATIONS S.A.,33-65777536-9,(011  )4314-4530,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MERTIND ARGENTINA S.A.,30-70897889-9,(011  )4953-8288,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MERWIN INKJET SISTEMS S.A.,30-70921249-0,(011  )5195-8926,BOULOGNE,BUENOS AIRES,si
METROCITY S.A.,30-70709116-5,(011  )4730-4539,VILLA MARTELLI,BUENOS AIRES,si
METROCOM S.A.,30-64528524-3,(011  )4862-7358,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MF GROUP CONSULTORES ESPECIALIZADOS S.R.L.,30-71590654-2,(011  )5235-2131,CABA,CIUDAD DE BUENOS AIRES,si
MICHELIN ARGENTINA S.A.I.C.F.,30-52551488-5,(011  )4630-3022,CABA,CIUDAD DE BUENOS AIRES,si
MICROBELL S.A.,30-70839018-2,(011  )4649-9050,CABA,CIUDAD DE BUENOS AIRES,si
MICROCOM ARGENTINA SOCIEDAD ANONIMA,30-69388767-0,(011  )6091-8585,CABA,CIUDAD DE BUENOS AIRES,si
MICROGLOBAL ARGENTINA S.A.,30-66153522-5,(011  )4370-2100,CABA,CIUDAD DE BUENOS AIRES,si
MICROSOFT DE ARGENTINA S.R.L.,30-64570631-1,(011  )6852-4517,CABA,CIUDAD DE BUENOS AIRES,si
MICROWAVE DATA SYSTEMS ARGENTINA S.R.L.,30-69170737-3,(011  )4568-1990,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MICROWAVE INTERNATIONAL S.A.,30-61083691-3,(011  )4326-3493,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MINARELLI S.A.,30-70861051-4,(011  )2651-3892,CABA,CIUDAD DE BUENOS AIRES,si
MINETECH SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-71402853-3,(011  )5199-1055,CABA,CIUDAD DE BUENOS AIRES,si
"MINETTI, MARCO FERNANDO",20-17571437-6,(03492)49  -9184,CLUCELLAS,SANTA FE,si
"MIRANDA, EDGARDO FABIAN",20-20586224-3,(011  )5622-0940,CABA,CIUDAD DE BUENOS AIRES,si
MIRGOR SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL FINANCIERA INMOBILIARIA AGROPECUARIA,30-57803607-1,(011  )4687-1021,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MIRIAD S.A.,30-62075145-2,(011  )4552-1609,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MITESIA S.A.,30-71145758-1,(011  )4342-0148,CABA,CIUDAD DE BUENOS AIRES,si
"MITRE MUÑOZ, MARCELO EDUARDO",20-13014668-7,,CABA,CIUDAD DE BUENOS AIRES,no
MITROL S.R.L.,30-62156402-8,(011  )4574-3131,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MITSU MOTORS S.A.,30-71586693-1,(011  )3782-2583,TORTUGUITAS,BUENOS AIRES,si
MITUTOYO SUL AMERICANA LTDA.,30-70733592-7,(011  )4394-9652,CABA,CIUDAD DE BUENOS AIRES,si
MM COMUNICACIONES S.A.,30-70868590-5,,CABA,CIUDAD DE BUENOS AIRES,no
MOCORETA S.A.,30-54165580-4,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
MOLINOS MARIMBO S.A.I. Y C.,30-53758291-6,(03584)43  -4256,LA CARLOTA,CORDOBA,si
MONSANTO ARGENTINA S.R.L.,30-50350872-5,(011  )4316-2429,CABA,CIUDAD DE BUENOS AIRES,si
MONTESIN S.A.,30-62882501-3,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
"MONTI, RICARDO JOSE AMBROSIO",20-04285804-9,(011  )4361-6132,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MORPHO DE ARGENTINA S.A.,30-71405022-9,(011  )4390-9607,CABA,CIUDAD DE BUENOS AIRES,si
MOTEK S.A.,30-62130075-6,(011  )4541-0337,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MOTOROLA MOBILITY OF ARGENTINA S.A.,30-71124798-6,(011  )4317-5202,VICENTE LOPEZ,BUENOS AIRES,si
MOTOROLA SOLUTIONS ARGENTINA S.A.,30-66205353-4,(011  )4837-4008,VICENTE LOPEZ,BUENOS AIRES,si
MOVATEC S.A.,30-61455746-6,(011  )4795-6112,FLORIDA,BUENOS AIRES,si
MOVIL CARGA S.A.,30-70883915-5,(011  )4000-7800,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MPR GROUP S.R.L.,30-71796855-3,(011  )2687-3607,CABA,CIUDAD DE BUENOS AIRES,si
MRD SOLUCIONES S.A.,30-71248431-0,(011  )3180-2687,CABA,CIUDAD DE BUENOS AIRES,si
MSG COMUNICACIONES S.A.,30-67728983-6,(011  )4374-0503,CABA,CIUDAD DE BUENOS AIRES,si
MT GROUP S.A.,30-71536887-7,(011  )3824-3510,CABA,CIUDAD DE BUENOS AIRES,si
"MUDSKI, DURGAN",20-07146051-8,(0387 )431 -0026,SALTA,SALTA,si
MULTIJACTO S.A.,30-63208973-9,(011  )4319-7100,CABA,CIUDAD DE BUENOS AIRES,si
MULTIPOINT S.A.,33-67741441-9,(011  )4779-5555,CABA,CIUDAD DE BUENOS AIRES,si
MULTIRADIO S.A.,30-57378574-2,(011  )4779-5500,CABA,CIUDAD DE BUENOS AIRES,si
MULTISPORTS S.A.,33-71146295-9,,CABA,CIUDAD DE BUENOS AIRES,no
MULTITEC SUDAMERICANA S.R.L.,30-64271480-1,,CABA,CIUDAD DE BUENOS AIRES,no
MULTIVIDEO S.A.,30-58996878-2,(011  )4343-0069,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MUNDITOL S.A.I.C.E.F. E I.,30-51933627-4,(011  )4821-9999,CABA,CIUDAD DE BUENOS AIRES,si
MUNDO ELECTRONICO S.R.L.,30-65751222-9,(011  )4322-1362,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
MUTUALIDAD ARGENTINA DE HIPOACUSICOS,30-52406740-0,(011  )4909-5200,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
MYRIOTA PTY LTD,30-71802567-9,(011  )5841-5851,CABA,CIUDAD DE BUENOS AIRES,si
N&F DISTRIBUTIONS S.A.,30-71428671-0,,OLIVOS,BUENOS AIRES,no
NANO CARE S.A.,30-71514501-0,(011  )3189-1084,CABA,CIUDAD DE BUENOS AIRES,si
NANOCOMM S.A.,30-70961264-2,(011  )5274-7373,CABA,CIUDAD DE BUENOS AIRES,si
NATECH SOLUTIONS S.R.L.,30-71536374-3,(011  )5427-3982,FISHERTON,SANTA FE,si
NATELCO S.A.I.C.,30-54850798-3,(011  )4303-0530,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NATURAL MICROSYSTEMS LATIN AMERICA S.A.,30-68831569-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
NAVAL MOTOR SOCIEDAD ANONIMA,30-52142451-2,(011  )4796-1777,VICENTE LOPEZ,BUENOS AIRES,si
"NAVEIRO, RAUL JORGE",20-05184754-8,(011  )4250-2312,QUILMES OESTE,BUENOS AIRES,si
NAVITIME S.A.,30-70093030-7,(011  )4328-6295,CABA,CIUDAD DE BUENOS AIRES,si
NAVITRONIC S.R.L.,30-56171600-1,(011  )4745-0354,SAN FERNANDO,BUENOS AIRES,si
NCR ARGENTINA S.R.L.,30-52530926-2,(011  )4379-0206,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
NEC ARGENTINA S.A.,30-59020343-9,(011  )4010-6057,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NECCORD S.A.,30-69301737-4,(0351 )489 -4800,CORDOBA,CORDOBA,si
ÑEEMBY S.A.,30-61983908-7,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
NEI S.A.,30-64583525-1,(011  )4301-8308,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NESTLE ARGENTINA S.A.,30-54676404-0,,CABA,CIUDAD DE BUENOS AIRES,no
NET CONNECTION INTERNATIONAL S.R.L.,30-70744153-0,(011  )4394-0461,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NET WORK S.R.L.,30-66106458-3,(011  )4555-3290,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NETCO S.A.,30-65150548-4,(011  )4381-4002,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NETELCOM S.A.,30-70182569-8,(011  )5353-6511,CABA,CIUDAD DE BUENOS AIRES,si
NETIO S.R.L.,30-70786947-6,(011  )4554-9997,CABA,CIUDAD DE BUENOS AIRES,si
NETWORK BROADCAST S.A.,30-70795169-5,,CABA,CIUDAD DE BUENOS AIRES,no
NEW DUNE IMPORTS S.R.L.,30-71895599-4,(02392)51  -4171,TRENQUE LAUQUEN,BUENOS AIRES,si
NEWELL BRANDS DE ARGENTINA S.A.,30-70734470-5,,CABA,CIUDAD DE BUENOS AIRES,no
NEWSAN S.A.,30-64261755-5,,CABA,CIUDAD DE BUENOS AIRES,no
NEWTECH SOLUTIONS S.A.,30-70778894-8,(011  )4320-5400,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NEWTON STATION S.R.L.,30-71198096-9,(011  )6423-6041,CABA,CIUDAD DE BUENOS AIRES,si
NEXSYS ARGENTINA S.A.,30-70174960-6,(011  )5353-0928,CABA,CIUDAD DE BUENOS AIRES,si
NEXTEL COMMUNICATIONS ARGENTINA S.R.L.,30-67877531-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
NEXUS ELECTRIC S.A.,30-71439827-6,,CABA,CIUDAD DE BUENOS AIRES,no
NG ELECTRONICA S.A.,30-68849588-8,(011  )4014-0000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NG SOLUCIONES TECNOLOGICAS S.R.L.,30-70999124-4,(011  )5581-0024,CABA,CIUDAD DE BUENOS AIRES,si
NGA SISTEMAS ELECTRONICOS SATELITALES S.R.L.,30-70797466-0,(011  )4815-2857,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NICE S.A.,30-67731051-7,(011  )4343-1718,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NIKE ARGENTINA S.R.L.,30-67815546-9,(011  )4796-6423,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NION TECNOLOGIA Y COMUNICACIONES S.R.L.,30-71578001-8,(011  )5387-2077,CABA,CIUDAD DE BUENOS AIRES,si
NISSAN ARGENTINA S.A.,30-71158535-0,(011  )5533-6800,VICENTE LOPEZ,BUENOS AIRES,si
NOBLEX ARGENTINA S.A.,30-50071173-2,,CABA,CIUDAD DE BUENOS AIRES,no
NOETEC S.R.L.,30-71614651-7,(011  )5263-3705,CABA,CIUDAD DE BUENOS AIRES,si
NOKIA ARGENTINA S.A.,30-69154843-7,(011  )4814-9777,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NOKIA SOLUTIONS AND NETWORKS ARGENTINA S.A.,30-71023592-5,(011  )4131-9500,CABA,CIUDAD DE BUENOS AIRES,si
NOR-K S.R.L.,30-61816309-8,(011  )4584-6044,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
NORDENWAGEN S.A.,30-64920153-2,(011  )5238-6060,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NOROGHI S.A.,30-71361250-9,(011  )4409-8888,CABA,CIUDAD DE BUENOS AIRES,si
NORTECOM S.R.L.,30-60090977-7,(011  )4752-1988,VILLA MAIPU,BUENOS AIRES,si
NORTEL NETWORKS DE ARGENTINA S.A.,30-67783045-6,(011  )5550-7200,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
NORTH SYSTEM S.R.L.,30-71068314-6,(011  )5870-5475,CABA,CIUDAD DE BUENOS AIRES,si
NOVACOM S.A.,30-68626842-6,(011  )4866-2020,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
NOVATECH SOLUTIONS S.A.,33-70901429-9,(011  )4941-2163,CABA,CIUDAD DE BUENOS AIRES,si
NRD COMUNICACIONES S.A.,33-61335457-9,(011  )4727-0025,DON TORCUATO,BUENOS AIRES,si
NTZ ELECTRONICS S.R.L.,30-71478979-8,(011  )4871-5929,CABA,CIUDAD DE BUENOS AIRES,si
NYSSA S.R.L.,30-67671072-4,(011  )4756-6718,MUNRO,BUENOS AIRES,si
O.M. SYSTEMS S.R.L.,30-64273813-1,(011  )4308-5102,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
"OCCHI, LUIS",20-15237106-4,(0223 )4650-0190,MAR DEL PLATA,BUENOS AIRES,si
OFFICENET S.A.,33-69214822-9,(011  )4136-6666,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
OFISER S.A.,30-60166818-8,(011  )4312-0311,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
OHPIC S.A.,30-71625104-3,(011  )6250-0579,CABA,CIUDAD DE BUENOS AIRES,si
OKI BR ARGENTINA S.A.,30-71023561-5,(011  )5239-0060,CABA,CIUDAD DE BUENOS AIRES,si
OLICART S.A.,30-65479739-7,(011  )4342-7988,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
OLIVETTI ARGENTINA S.A.C.I.,30-52538517-1,(011  )4515-4048,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
OLS ARGENTINA S.A.,30-69795880-7,(011  )4374-1002,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
OMBUMED S.A.,30-71688175-6,,CABA,CIUDAD DE BUENOS AIRES,no
OMEGA ELECTRONICA S.A.,33-54057441-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
OMNISAT S.A.,30-69330140-4,(011  )4309-2004,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
OMNITRACS S.A.,30-69231917-2,,DON TORCUATO,BUENOS AIRES,no
OMNITRONIC SOCIEDAD ANONIMA,30-65502325-5,,CABA,CIUDAD DE BUENOS AIRES,no
OMRON ELECTRONICS LLC. SUCURSAL ARGENTIN,30-69728776-7,(011  )5365-8355,CABA,CIUDAD DE BUENOS AIRES,si
OMT S.R.L.,30-71517110-0,(011  )4952-2409,CABA,CIUDAD DE BUENOS AIRES,si
ONITY S.A.,30-70758489-7,(011  )4309-9500,CABA,CIUDAD DE BUENOS AIRES,si
OPTIVOZ S.A.,30-70851598-8,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
OPTYTEK S.R.L.,30-71624603-1,(0351 )272 -3174,LA CALERA,CORDOBA,si
ORBCOMM DE ARGENTINA S.A.,30-71087113-9,,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
ORBITH S.A.,30-71553907-8,(011  )3656-1100,CABA,CIUDAD DE BUENOS AIRES,si
ORICA ARGENTINA S.A.I.C.,30-68624174-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
ORUX S.A.,30-70887966-1,(011  )4773-1452,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
ORVA ELECTRONICA S.R.L.,00-00002388-0,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
OSRAM S.A.,30-71519761-4,(011  )5808-4656,MARTINEZ,BUENOS AIRES,si
OTIS (ARGENTINA) S.A.,30-51696072-4,(011  )6274-8430,CABA,CIUDAD DE BUENOS AIRES,si
OTTO BOCK ARGENTINA S.A.,30-70708019-8,(011  )5368-6362,CABA,CIUDAD DE BUENOS AIRES,si
PADTEC S.A.,30-71066796-5,(011  )5272-2010,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PAMPA SERVICES S.R.L.,30-71536026-4,(011  )3045-3045,CABA,CIUDAD DE BUENOS AIRES,si
PANASONIC ARGENTINA S.A.,30-61380181-9,(011  )4308-1610,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
PANASONIC DO BRASIL LIMITADA SUCURSAL ARGENTINA,30-70829025-0,(011  )4122-7200,CABA,CIUDAD DE BUENOS AIRES,si
PANTECH ARGENTINA S.A.,30-70934322-6,(011  )4342-1230,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PARALLEL S.A.,30-57921525-5,(011  )4732-3232,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PARKER HANNIFIN ARGENTINA SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,30-51649014-0,(03327)44  -4129,TORTUGUITAS,BUENOS AIRES,si
"PASETTO, ALDO JORGE ROBERTO",20-06012691-8,(0341 )457 -2420,ROSARIO,SANTA FE,si
PAYWAY S.A.U.,30-71766440-6,(011  )6695-1234,CABA,CIUDAD DE BUENOS AIRES,si
PC 14 SILICIA S.R.L.,30-71708346-2,(011  )5465-7823,VILLA LINCH,BUENOS AIRES,si
PC-ARTS ARGENTINA S.A.,30-70860230-9,(011  )5634-8175,CABA,CIUDAD DE BUENOS AIRES,si
PEPPERL+FUCHS ARGENTINA S.R.L.,30-71068308-1,(011  )4415-9340,CABA,CIUDAD DE BUENOS AIRES,si
PERFORMANCE SPECIALTY PRODUCTS ARGENTINA S.A.U.,30-71554744-5,(011  )4429-1596,CABA,CIUDAD DE BUENOS AIRES,si
PEUGEOT CITROËN ARGENTINA S.A.,30-50474453-8,,CABA,CIUDAD DE BUENOS AIRES,no
PFAHLER COMUNICACIONES S.A.,30-57161561-0,(011  )4322-7511,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
PFIZER SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-50351851-8,(011  )2321-9650,CABA,CIUDAD DE BUENOS AIRES,si
PHICOMS S.R.L.,30-68026642-1,(011  )4639-5673,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PHILIPS ARGENTINA SOCIEDAD ANONIMA,30-50052723-0,(011  )4546-7777,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PHILIPS DOMESTIC APPLIANCES ARGENTINA S.A.,30-71690107-2,(011  )5048-9953,CABA,CIUDAD DE BUENOS AIRES,si
PHOENIX CONTACT S.A.,30-68149923-3,,CABA,CIUDAD DE BUENOS AIRES,no
PILISAR S.A.,33-70918084-9,(011  )4545-5100,CABA,CIUDAD DE BUENOS AIRES,si
PINAMAR SOLEADO S.A.,30-69077229-5,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
PIONEER INTERNATIONAL LATIN AMERICA S.A. SUCURSAL ARGENTINA,30-71208507-6,(011  )5729-7312,CABA,CIUDAD DE BUENOS AIRES,si
PIRELLI NEUMATICOS SOCIEDAD ANONIMA INDUSTRIAL Y COMERCIAL,33-50223253-9,(011  )4489-6601,CABA,CIUDAD DE BUENOS AIRES,si
PISCINA NATURAL S.R.L.,30-71605740-9,(011  )3536-3802,QUILMES OESTE,BUENOS AIRES,si
PIXART S.R.L.,30-70840824-3,(011  )4300-5900,CABA,CIUDAD DE BUENOS AIRES,si
PLANEX S.A.,30-65998023-8,(011  )4315-3217,CABA,CIUDAD DE BUENOS AIRES,si
PLAZA FAN IMPORTACION Y DISTRIBUCION S.A.,30-69450040-0,(011  )6000-7677,CABA,CIUDAD DE BUENOS AIRES,si
PLW WORLD GROUP S.R.L.,30-70980446-0,(011  )5252-7030,CABA,CIUDAD DE BUENOS AIRES,si
POLITRONICS S.A.,30-58345335-7,,CABA,CIUDAD DE BUENOS AIRES,no
POLYCOM TELECOMUNICACOES DO BRASIL LIMITADA,30-71049384-3,,CABA,CIUDAD DE BUENOS AIRES,no
POLYTECH S.A.,33-64335874-9,(011  )4701-6220,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
POP CARGO S.R.L.,30-71588179-5,(011  )5256-5230,CABA,CIUDAD DE BUENOS AIRES,si
POSITIVO ARGENTINA S.R.L.,30-71573274-9,(011  )4129-8811,CABA,CIUDAD DE BUENOS AIRES,si
POSNET S.R.L.,30-62017749-7,(011  )4340-9800,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
POSTHAC S.A.,30-70844708-7,(011  )4931-6555,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
POSWARE SOLUTIONS GROUP S.R.L.,30-70856625-6,(011  )4342-0066,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
POTENCO S.A.,30-71474460-3,(011  )6091-8780,CABA,CIUDAD DE BUENOS AIRES,si
POUYET ARGENTINA S.A.,30-66304333-8,(011  )4911-4664,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
POWERMETER S.A.S.,33-71597310-9,(011  )6137-0947,CABA,CIUDAD DE BUENOS AIRES,si
POYRY INFRA S.A.,30-70545159-8,,MARTINEZ,BUENOS AIRES,no
PREVENT GAS S.A.,33-71426914-9,(011  )4922-3804,CABA,CIUDAD DE BUENOS AIRES,si
PRIMER OPERADOR PRIVADO INDEPENDIENTE ARGENTINA S.A.,30-69129692-6,,CABA,CIUDAD DE BUENOS AIRES,no
PRIMERA RED INTERACTIVA DE MEDIOS ARGENTINOS (PRIMA) S.A.,33-68211565-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
PRIMOR DISTRIBUCIONES S.R.L.,30-71631286-7,(011  )3319-6413,REMEDIOS DE ESCALADA,BUENOS AIRES,si
PROCESSING DATA ARGENTINA S.A.,30-71194283-8,(011  )4328-3995,CABA,CIUDAD DE BUENOS AIRES,si
PROD S.A.,30-70700309-6,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
PRODUCIR INTEGRAL S.A.,30-71224270-8,(011  )3650-2158,CABA,CIUDAD DE BUENOS AIRES,si
PRODUCTOS ROCHE SOCIEDAD ANONIMA QUIMICA E INDUSTRIAL,30-52744428-0,,CABA,CIUDAD DE BUENOS AIRES,no
PROGEU ACCESORIOS DE PISCINAS S.R.L.,30-71192111-3,(011  )4150-9395,CABA,CIUDAD DE BUENOS AIRES,si
PROMAX S.R.L.,30-61553068-5,,CORDOBA,CORDOBA,no
PROPATO HERMANOS S.A.I.C.,30-55425869-3,(011  )5556-8800,CABA,CIUDAD DE BUENOS AIRES,si
PROSEGUR ACTIVA ARGENTINA S.A.,30-70977656-4,(011  )4430-0109,CABA,CIUDAD DE BUENOS AIRES,si
PROTEK SEGURIDAD ELECTRONICA GLOBAL S.A.,30-69919130-9,(011  )4637-1444,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
PROWAY S.A.,30-67771451-0,(011  )4555-3666,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PROYECCIONES DIGITALES S.A.,30-68728975-3,(011  )5353-1110,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
PROYESCO S.A.,30-61137374-7,(011  )4313-8094,CABA,CIUDAD DE BUENOS AIRES,si
PSIAR S.A.,30-66319469-7,(011  )4345-2351,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
PST ELETRONICA LTDA.,30-70200395-0,(011  )4700-0051,SAN ISIDRO,BUENOS AIRES,si
Q.B. S.A.,30-67794711-6,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
QISUR LED S.R.L.,30-71577478-6,(011  )6474-0120,MARTINEZ,BUENOS AIRES,si
QMAX S.R.L.,33-70824884-9,(011  )4671-5353,CABA,CIUDAD DE BUENOS AIRES,si
QUANTUM TECNOLOGIA S.A.,30-70867697-3,(011  )5253-8025,CABA,CIUDAD DE BUENOS AIRES,si
QUONON S.R.L.,30-61228380-6,(011  )4572-6832,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
RACKLATINA S.A.,30-67969632-3,,FRANCISCO ALVAREZ,BUENOS AIRES,no
RADIO AVISO S.A.,30-59096645-9,(0351 )4478-9704,CORDOBA,CORDOBA,si
RADIO EXPRESS S.A.,30-68302496-8,(011  )4327-4555,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
RADIO LLAMADA S.A.C.I.,30-54380000-3,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
RADIO VICTORIA ARGENTINA S.A.,30-58481198-2,(011  )4863-4000,RIO GRANDE,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",si
RADIO VICTORIA S.A.I.C.,33-53533849-9,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
RADIONET S.R.L.,33-70796374-9,(011  )4636-2363,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
RAICOM S.A.,30-64478447-5,(011  )4958-4906,CABA,CIUDAD DE BUENOS AIRES,si
RAIZEN ARGENTINA S.A.U.,30-50672680-4,,CABA,CIUDAD DE BUENOS AIRES,no
"RAMOS, MARCOS DANIEL",20-24659066-5,(02954)43  -2373,SANTA ROSA,LA PAMPA,si
RANKO S.A.,30-63233179-3,,CABA,CIUDAD DE BUENOS AIRES,no
